id,Input_Power_W,Input_Flow_mg_s,Output_Thrust_mN,Success,Execution_time_s
0,532.7607615362076,29.031332860325957,80.51167900491126,True,0.07527542114257812
1,167.66928701924343,21.94299079257043,30.444492678942588,True,0.08341598510742188
2,655.1038530995351,15.83409258342207,70.88582980688982,True,0.04921603202819824
3,1147.2270415460248,32.69419009198831,143.41662385394503,True,0.06016206741333008
4,1552.277224319989,16.525541951090627,132.15047876994137,True,0.05924248695373535
5,391.838308968126,27.779278556588096,63.57864945707922,True,0.1125345230102539
6,2492.3345060911606,12.37510018325516,165.407606209879,True,0.08551907539367676
7,1589.3627270425748,25.904604814097898,157.98381878882608,True,0.07942962646484375
8,895.9582534543623,31.001395843676775,118.44652366283486,True,0.08478927612304688
9,317.1344607257236,0.6056098512469357,12.937090200829251,True,0.07908916473388672
10,2036.0885370073581,37.72989924485177,222.68817960023782,True,0.06966733932495117
11,1692.9843579680467,18.591844343141556,145.3868801811513,True,0.05922746658325195
12,1348.1185920864339,18.17076235420797,123.76950009291275,True,0.08092117309570312
13,971.9513067081738,5.247553950250281,71.57358761940762,True,0.08735871315002441
14,1334.2143981488869,25.529703913269383,139.91514774514002,True,0.07854795455932617
15,114.80506654360518,9.766956673113771,15.746885108948064,True,0.07930302619934082
16,361.97034557451235,27.744173368322322,60.18222884739299,True,0.0891103744506836
17,137.96991765247486,1.3675031762632344,11.671429530502138,True,0.05557847023010254
18,469.3763384623856,3.324441931082815,38.20461952230602,True,0.059307098388671875
19,1122.0088144189651,31.81030846944201,139.21760337499478,True,0.06742072105407715
20,80.16579555975255,1.2439218422511429,7.3120222830294495,True,0.04370737075805664
21,116.7868701000189,7.805032303533082,14.967002162865736,True,0.04808545112609863
22,1735.6821926973164,10.637242361575774,126.01435021174251,True,0.047521352767944336
23,2225.9001355942755,17.47482220797895,170.44985951573895,True,0.05124688148498535
24,2207.1355772030524,1.5100959553794864,49.38040185754699,True,0.05931210517883301
25,1322.9220449807874,6.519741838068968,92.92379581516312,True,0.05377650260925293
